lgd_village_code,name_en,name_local,lgd_subdistrict_code,subdistrict,census2001_code,census2011_code,village_status,gp_code,gp_name,effective_date,last_updated,major_version,last_transaction_desc
953831,Dandi Ganv,डंडी गांव,476,Kolayat,,000000,I,,,2025-03-28,2025-07-18,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
953856,Karanpura,करणपुरा,476,Kolayat,,000000,I,,,2025-03-12,2025-07-18,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
953861,Hinglajnagar,हिंगलाजनगर,476,Kolayat,,000000,I,,,2025-03-12,2025-07-18,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955409,Lakhasar -30 Gsd,लखासर - 30 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955446,Beathnok - 6 Bnm,बीठनोक - 6 बीएनएम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955449,Girajsar - 1 Gsd,गिराजसर - 1 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955456,Pethado Ki Dhani - 4 Kld,पेथडो की ढ़ाणी - 4 केएलडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955457,Panch Peeth Ki Dhani 5 Pwm,पंच पीठ की ढ़ाणी 5 पीडब्ल्लूएम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955459,Surjada -11 Sjd,सुरजडा - 11 एसजेडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955460,Girajsar - 2 Gsd,गिराजसर - 2 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955461,Pabusar Sinduka -16 Sjd,पाबुसर सिंदुका - 16 एसजेडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955463,Lumbasar -13 Lsd,लुम्बासर - 13 एल एस डी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955466,Randhisar -6 Sjd B,रणधीसर - 6 एसजेडी बी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955467,Nokha Urf Daiya -2 Bpd,नोखा उर्फ़ दैया - 2 बीपीडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955468,Lakhasar - 17 Lsd A,लखासर - 17 एलएसडीए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955469,Kumharo Ki Dhani -1 Nd,कुम्हारों की ढ़ाणी - 1 एनडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955470,Ranasar -5 Bnm,राणासर - 5 बीएनएम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955472,Solankiyo Ki Dhani -11 Nd,सोलंकि यो की ढाणी - 11 एन डी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955476,Jetungo Ki Dhani -1 Khd A,जेतुंगो की ढ़ाणी - 1 केएचडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955480,Panch Peeth Ki Dhani 1 Kmd,पंच पीठ की ढ़ाणी 1 केएमडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955481,Pabusar Sinduka -17 Sjd,पाबुसर सिंदुका - 17 एसजेडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955486,Lakhasar - 29 Gsd,लखासर - 29 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955492,Girajsar - 3 Gsd,गिराजसर - 3 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955500,Devdo Ki Dhani -2 Kld A,देवड़ो की ढ़ाणी - 2 केएलडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955502,Anganeu -4 Pbm,अंगनेउ - 4 पी बी एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955504,Beathnok -5 Rnm,बीठनोक - 5 आरएनएम,476,Kolayat,,000000,I,,,2025-07-20,2025-07-30,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955528,Lakhasar - 29 Gsd A,लखासर - 29 जीएसडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955530,Pabusar Sinduka - 17 Lsd,पाबुसर सिंदुका - 17 एलएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955532,Panch Peeth Ki Dhani 2 Kmd,पंच पीठ की ढ़ाणी 2 केएमडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955540,Surjada - 11 Sjd A,सुरजडा - 11 एस जे डी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955541,Lumbasar -11 Lsd,लुम्बासर - 11 एल एस डी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955551,Panch Peeth Ki Dhani 3 Kmd,पंच पीठ की ढ़ाणी 3 केएमडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955603,Lakhasar -18 Lsd,लखासर - 18 एलएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955605,Surjada -7 Bnm,सुरजडा - 7 बी एन एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955607,Anganeu -5 Pbm,अंगनेउ - 5 पी बी एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955608,Beathnok - 24 Gsd A,बीठनोक - 24 जीएसडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955619,Surjada - 10 Sjd B,सुरजडा - 10 एस जे डी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955634,Surjada - 3 Bnm,सुरजडा - 3 बी एन एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955638,Girajsar - 4 Gsd,गिराजसर - 4 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955656,Surjada -2 Bnm,सुरजडा - 2 बी एन एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955666,Beathnok- 25 Gsd,बीठनोक - 25 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955667,Nokha Urf Daiya -2 Sjd,नोखा उर्फ़ दैया - 2 एसजेडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955680,Beathnok -5 Bnm,बीठनोक - 5 बीएनएम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955691,Anganeu -6 Pbm,अंगनेउ - 6 पी बी एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955734,Anganeu -5 Agm,अंगनेउ - 5 ए जी एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955736,Surjada -4 Bnm,सुरजडा - 4 बी एन एम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955737,Kumharo Ki Dhani -2 Nd,कुम्हारों की ढ़ाणी - 2 एनडी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955738,Beathnok -3 Bnm,बीठनोक - 3 बीएनएम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955743,Surjada -6 Lsd,सुरजडा - 6 एल एस डी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955745,Beathnok -4 Bnm,बीठनोक - 4 बीएनएम,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955746,Surjada -6 Lsd,सुरजडा - 6 एल एस डी,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955747,Beathnok -24 Gsd,बीठनोक - 24 जीएसडी ,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955748,Surjada -10 Sjd A,सुरजडा - 10 एस जे डी ए ,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955749,Beathnok -25 Gsd A,बीठनोक - 25 जीएसडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-07-31,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955760,Anganeu - 9 Agm,अंगनेउ - 9 ए जी एम,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955761,Beathnok -15 Gsd,बीठनोक - 15 जी एस डी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955769,Panch Peeth Ki Dhani 3 Kmd A,पंच पीठ की ढ़ाणी 3 के एम डी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955770,Beathnok - 16 Gsd,बीठनोक - 16 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955771,Girajsar -2 Dvd A,गिराजसर - 2 डीवीडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955772,Anganeu -9 Agm A,अंगनेउ - 9 ए जी एम ए,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955773,Beathnok - 17 Gsd,बीठनोक - 17 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955774,Surjada - 10 Sjd,सुरजडा - 10 एस जे डी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955775,Solankiyo Ki Dhani -3 Khd,सोलंकियो की ढाणी - 3 के एचडी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955776,Nokha Urf Daiya -1 Lsd,नोखा उर्फ़ दैया - 1 एल एस डी ,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955778,Anganeu -10 Agm,अंगनेउ - 10 एजीएम,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955779,Beathnok -21 Gsd,बीठनोक - 21 जी एस डी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955783,Beathnok -20 Gsd,बीठनोक - 20 जीएसडी,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955786,Surjada -1 Bnm,सुरजडा - 1 बी एन एम,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
955788,Beathnok -20 Gsd A,बीठनोक - 20 जीएसडी ए,476,Kolayat,,000000,U,,,2025-07-20,2025-08-01,1,"The Village Khariya Malinath(69541),Khajora(69569),Nokhra(69535),Siyana Jodhasar(69561),Khikhniya Kundaliyan(69548),Khariya Patawatan(69538)...etc  has been shifted to Sub-district Handa(District Bikaner) from Sub-district Kolayat(District Bikaner) in Rajasthan."
